title,body,links,label
Information page on Professor Wing Tam,"Date: Mon, 25 Nov 1996 21:49:05 GMT Server: NCSA/1.5.1 Last-modified: Fri, 29 Sep 1995 18:39:13 GMT Content-type: text/html Content-length: 863 Information page on Professor Wing Tam Professor Wing Tam Computer Science Department Harvey Mudd College For more information about me, click here Ways to get in touch with me e-mail personal: wing@cs.hmc.edu Phone:                    (909)621-8768 Secretary and Department: (909)621-8225 Fax:                      (909)621-8465 mail Computer Science Department Harvey Mudd College Claremont, CA 91711-5980 Last modified Sept. 28 1995 by wing@cs.hmc.edu","['http://www.cs.hmc.edu', 'http://www.hmc.edu', 'http://www.cs.hmc.edu/~wing/tam3x3.gif']",faculty
Home Page - Art Farley,"Date: Tue, 26 Nov 1996 19:15:08 GMT Server: Apache/1.1.1 Content-type: text/html Content-length: 1067 Last-modified: Fri, 02 Feb 1996 18:55:46 GMT Home Page - Art Farley Art Farley, Professor Computer Science Dept.","['http://www.cs.uoregon.edu/~art/net.html', 'http://www.cs.uoregon.edu/~art/arg.html', 'http://www.cs.uoregon.edu/~art/qual.html']",faculty
Phillip Rogaway - Field of Interest,"Server: Netscape-Communications/1.1 Date: Thursday, 21-Nov-96 20:18:12 GMT Last-modified: Friday, 23-Aug-96 20:39:31 GMT Content-length: 1072 Content-type: text/html Phillip Rogaway - Field of Interest UC Davis Department of Computer Science Phillip Rogaway Assistant Professor Professor Rogaway studies cryptography, protocols, network security, and theory of computation.",[' http://wwwcsif.cs.ucdavis.edu/~rogaway/homepage.html'],faculty
Home Page of Panos K. Chrysanthis,"Date: Mon, 25 Nov 1996 23:22:22 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Mon, 02 Sep 1996 03:17:55 GMT Content-length: 1506 Home Page of Panos K. Chrysanthis Panos Kypros Chrysanthis Assistant Professor of Computer Science Latest NEWS!","['http://www.cs.pitt.edu/~panos/news.html', 'http://www.cs.pitt.edu/~panos/research/research.html', 'http://www.cs.pitt.edu/~panos/publications/publications.html']",faculty
Michael R. Brent,Contents Research Summary Preprints and Manuscripts Selected Publications Postdoctoral Position Available Courses Cognitive AI I: Reasoning Machine Learning How to contact me Research Summary My research focuses on developing and testing theories of how people acquire and process language.,"['http://www.cog.jhu.edu/index.html', 'http://www.cs.jhu.edu/', 'http://www.ai.mit.edu/']",faculty
Michael Gasser's Home Page,"Date: Tue, 14 Jan 1997 23:12:32 GMT Server: Apache/1.0.3 Content-type: text/html Content-length: 3932 Last-modified: Wed, 08 Jan 1997 20:06:15 GMT Michael Gasser's Home Page Michael Gasser's Home Page Associate Professor of Computer Science , Linguistics , and Cognitive Science , Indiana University Ph.D., UCLA (1988) Overview of Research Current Schedule Teaching Other Interests Contact Information E-mail: gasser@cs.indiana.edu Phone:  (812) 855-7078 Fax: (812) 855-4829 Office: Lindley Hall 230H Postal address: Computer Science Department Lindley Hall 215 Indiana University Bloomington , Indiana 47405, USA Miscellany Last updated: 5 January 1997 URL: http://www.cs.indiana.edu/hyplan/gasser.html Comments: gasser@salsa.indiana.edu Copyright 1997, The Trustees of Indiana University","['http://www.cs.indiana.edu/home-page.html', 'http://www.indiana.edu/~lingdept/', 'http://www.psych.indiana.edu']",faculty
 Home Page for Haym Hirsh ,"Date: Mon, 25 Nov 1996 22:13:57 GMT Server: NCSA/1.5.2 Last-modified: Fri, 18 Oct 1996 16:25:19 GMT Content-type: text/html Content-length: 3577 Home Page for Haym Hirsh Haym Hirsh General Information Haym Hirsh spent the first quarter-century of his life in California , receiving his BS degree in 1983 from the Mathematics and Computer Science departments at UCLA and his MS in 1985 and PhD in 1989 from the Computer Science Department at Stanford University .","['http://www.ca.gov/', 'http://www.math.ucla.edu/', 'http://www.cs.ucla.edu/']",faculty
Home Sweet Home (bsy's home page),Bennet taught CSE 80 in spring 1996; the archived web pages from the course is still available .,"['http://www-cse.ucsd.edu/users/bsy/bio.html', 'http://www.cs.cmu.edu/afs/cs.cmu.edu/project/mach/public/www/mach.html', 'http://www.cs.cmu.edu/~tygar/']",faculty
Arizona Computer Science: Home Page,"Date: Tue, 26 Nov 1996 22:40:41 GMT Server: NCSA/1.5 Content-type: text/html Last-modified: Mon, 28 Oct 1996 20:09:55 GMT Content-length: 3876 Arizona Computer Science: Home Page Overview: The Department, Faculty, The University, Tucson and Arizona Degree Programs: Bachelor's, Master's, Doctorate, Doctoral Minor, Related Majors Graduate Admissions: Requirements, Prerequisites, Financial Aid Courses: Course Catalog, Class Schedules for Spring, Summer, Fall Research: Projects, Colloquium Speakers Jobs: Faculty Positions, Research Staff Positions, Graduating Student Résumés, Doctoral Candidates Alumni: Alumni People: Faculty, Technical Staff, Administration, Visiting Scholars, Students Other Servers: Internal Server, CS Bibliography Search, Technical Reports, FTP Area, JapanCS Department of Computer Science The University of Arizona Gould-Simpson Building, Room 721 1040 E. Fourth St. Tucson, AZ  85721-0077 (520) 621-6613 (520) 621-4246 [FAX] other addresses visiting us [ Top of Page | Department Home Page ] http://www.cs.arizona.edu/index.html Last updated October 28, 1996 Wendy Swartz (webmaster@cs.arizona.edu)","['http://www.cs.arizona.edu/general/department.html', 'http://www.cs.arizona.edu/personnel/faculty.html', 'http://www.arizona.edu/']",department
 EECS Department at Lehigh University ,"Date: Tue, 26 Nov 1996 22:53:51 GMT Server: NCSA/1.5.1 Last-modified: Fri, 15 Nov 1996 01:12:22 GMT Content-type: text/html Content-length: 1986 EECS Department at Lehigh University Lehigh University 's We are hosting part of the Mid-Atlantic region of the ACM programming contest.","['http://www.lehigh.edu', 'http://renoir.vill.edu:80/~midatl/', 'http://www.eecs.lehigh.edu/acmcontest.html']",department
UE Department of Electrical Engineering and Computer Science,"Date: Tue, 26 Nov 1996 22:35:01 GMT Server: NCSA/1.4.2 Content-type: text/html UE Department of Electrical Engineering and Computer Science Electrical Engineering and Computer Science Directory Services | ACM | Raytracing | Internet/Web Services | of UE Interest .","['http://uenics.evansville.edu/cgi-bin/imagemap/maps/eecsmain.map', 'http://uenics.evansville.edu/directory/directory.html', 'http://uenics.evansville.edu/~franklin/ueacm.html']",department
WPI Computer Science Department,"Date: Tue, 26 Nov 1996 22:13:50 GMT Server: NCSA/1.4.2 Content-type: text/html WPI Computer Science Department About the Department Overview, What is CS?, Contact information, Annual reports, ... News and Announcements Colloquia, news, events, group meetings, ...","['http://cs.wpi.edu/About/', 'http://cs.wpi.edu/News/', 'http://cs.wpi.edu/News/job-ad9697.html']",department
Harvey Mudd College Computer Science Department ,"Date: Tue, 26 Nov 1996 23:01:47 GMT Server: NCSA/1.5.1 Last-modified: Mon, 18 Nov 1996 18:38:21 GMT Content-type: text/html Content-length: 4589 Harvey Mudd College Computer Science Department Welcome to the HMC Computer Science Department Check out the ACM Regional Programming Contest Local Information Faculty Staff , Student Staff Course Offerings, Current and Future Students, Alumni, and Guests Computer Science Major , Jobs & Grad School Computer Science Clinic , Teams , Calendar Technical Documentation , AC Documentation Departmental Resources , Policies , Server Statistics Search our Site Colloquia , Weekly Clinic Presentations Recreation , Restaurants Claremont 91711 , Claremont Map , Campus Map Harvey Mudd College , Claremont Colleges Los Angeles County , California Phone: (909) 621-8225 Fax: (909) 621-8465 Email: keller@cs.hmc.edu URL: http://www.cs.hmc.edu/ Computer Science Department Harvey Mudd College 301 E. Twelfth Street Claremont, CA 91711-5980 USA Global CS Information Career Opportunities Women in CS , Minorities in CS , Organizations Related to Computing Journals FAQs Other Web Resources Last Modified 13 September 1996 by Robert Keller .","['http://www.hmc.edu/', 'http://www.hmc.edu/', 'http://www.calstate.edu/acm/']",department
Computer Science at Dartmouth College,"History of computer science at Dartmouth Sudikoff Laboratory for Computer Science Computing Facilities Curricula Computer Science PhD Program Computer Science Undergraduate Major Courses Information for CS Majors Research Technical Reports Projects Activities Colloquium Series Dartmouth Institute for Advanced Graduate Studies (DAGS) People Faculty Staff Graduate Students Undergraduate CS Majors, Minors and Modified Majors Alumni Search!","['http://www.dartmouth.edu/', 'http://www.valley.net/~hanover/', 'http://www.nh.com/']",department
University Of Illinois Computer Science Home Page,"Date: Tue, 26 Nov 1996 22:33:55 GMT Server: NCSA/1.5.2 Last-modified: Wed, 20 Nov 1996 20:34:43 GMT Content-type: text/html Content-length: 4292 University Of Illinois Computer Science Home Page Graduate program Graduate education Graduate school application forms (Domestic & International) Peterson's Guide listing - CS Graduate Programs Undergraduate program Undergraduate education Computer Science minor in the College of Engineering Computer Science minor in the College of Liberal Arts & Sciences Engineering general education requirements Computer science department course list People Faculty Administrative and support staff Computing Research Laboratories staff (CRL) Students Research Research areas Research groups Technical reports Computer Science related links Computer Science Calendar of Events Computer Science FTP Server Student Chapter of the Association for Computing Machinery (ACM) Computer Science Graduate Student Organization (CSGSO) Computer Science Alumni Association (CSAA) Computer Science Instructional Laboratories Positions available in computer science uiuc.cs.jobs - newsgroup for CS-related job announcements uiuc.misc.jobs - newsgroup for general job announcements XEmacs... CRL Help Desk Campus holidays 1996-97 Campus links University of Illinois at Urbana-Champaign Campus Web servers College of Engineering Department of Electrical and Computer Engineering Coordinated Science Laboratory Campus Gopher service Other CS Web sites The Champaign-Urbana Community The Urbana-Champaign community information Problems?","['http://www.cs.uiuc.edu/CS_INFO_SERVER/DEPT_INFO/CS_PROGRAM_INFO/GRAD_EDU/toc.html', 'http://www.grad.uiuc.edu/forms/GC_application_forms/', 'http://www.petersons.com/sites/gradinc/78010013.html']",department
University of Utah Computer Science Department,History of the Computer Science Department A history of distinguished Utah Computer Science faculty and alumni.,"['mailto:info@cs.utah.edu', 'http://www.cs.utah.edu/projects/index.html', 'http://www.cs.utah.edu/csinfo/new_grad_info.html']",department
Dept. of Computing Science/University of Alberta,Welcome Academic Information People Employment Opportunities Support Services Facilities Research Activities and Laboratories Technical Reports Servers Student Organizations Events Local Interest Only World Wide Web Information Further Information You are visitor to the Department of Computing Science home page.,"['http://www.cs.ualberta.ca/UAlberta.html', 'http://www.cs.ualberta.ca/UAlberta/Edmonton.html', 'http://www.cs.ualberta.ca/disclaimer.html']",department
"Computing Science, University of Glasgow","Date: Tue, 26 Nov 1996 22:33:57 GMT Server: NCSA/1.5.2 Last-modified: Fri, 15 Nov 1996 14:26:58 GMT Content-type: text/html Content-length: 2230 Computing Science, University of Glasgow Home of The Computer Journal and of the Journal of Functional Programming .","['http://www.oup.co.uk/computer_journal/', 'http://www.dcs.gla.ac.uk/jfp', 'http://www.dcs.gla.ac.uk/general/']",department
"University of Bonn, CS Dept., Chair V: Homepage","MIME-Version: 1.0 Server: CERN/3.0 Date: Tuesday, 26-Nov-96 22:38:34 GMT Content-Type: text/html Content-Length: 3252 Last-Modified: Thursday, 25-Apr-96 17:49:38 GMT University of Bonn, CS Dept., Chair V: Homepage [ University of Bonn | Department of Computer Science | Chair V | deutsche Version ] Welcome to the Homepage of Chair V .","['http://www.informatik.uni-bonn.de/unibo.html', 'http://www.informatik.uni-bonn.de/wel.html', 'http://cs.uni-bonn.de/info5/index-en.html']",department
"
	   Univ. of Washington Computer Science & Engineering
	","S POTLIGHT UW wins Pacific Regionals of ACM International Student Programming Contest Two videos highlighting educational initiatives Our colloquia are now live on the MBONE Major donation from Intel Corporation Dick Karp receives National Medal of Science Professional Masters Program Department Overview ""The Impact of a Research University:  An IT Perspective"" Faculty/Staff Positions Available ""A Half Century of Exponential Progress in Information Technology"" CSE for in All pages People The Region Courses CS Laboratory Research News Can't handle tables?","['http://www.cs.washington.edu/htbin/imagemap/sptm_s', 'http://www.cs.washington.edu/general/sptm-caption.html', 'http://www.cs.washington.edu/news/index.html']",department
"School of Computer Science, Carleton University","Date: Mon, 25 Nov 1996 23:53:32 GMT Server: NCSA/1.4.2 Content-type: text/html Last-modified: Wed, 09 Oct 1996 17:28:48 GMT Content-length: 1983 School of Computer Science, Carleton University School of Computer Science Carleton University 1125 Colonel By Drive Ottawa, Ontario K1S 5B6 Canada Copyright © 1996 School of Computer Science Last updated Tue Jan 30 12:30:09 EST 1996 Please email comments and questions to webmaster","['http://www.scs.carleton.ca/scs/bcs.html', 'http://www.scs.carleton.ca/scs/grad.html', 'http://www.scs.carleton.ca/scs/research.html']",department
SUNY Buffalo CS Department Home Page,"People: Faculty and Staff , Graduate Students , Undergraduate Students Events: Colloquium Series , Short Courses Other: Computing Facilities , Our Address , Project Due Dates See Also: Faculty of Natural Science & Mathematics , Science & Engineering Library Now Recruiting for Faculty Position Computer Science Research Publications Other University at Buffalo Web servers Information and services available around the network Learning about the Internet and WWW Interesting local web projects If you have any questions, suggestions or would like to make some information available on the Web, please send feedback to cs-consult@cs.buffalo.edu .","['http://www.cs.buffalo.edu/pub/WWW/buffalo.html', 'http://www.cs.buffalo.edu/pub/WWW/ub.html', 'http://www.cs.buffalo.edu/pub/WWW/res_groups.html']",department
Washington University Computer Science Department,The Computer Science Department is part of the School of Engineering and Applied Science .,"['http://aix.cait.wustl.edu/', 'http://www.wustl.edu/', 'http://www.cs.wustl.edu/cs/intro.html']",department
Department of Computer Science Home Page,"Date: Tue, 26 Nov 1996 22:30:46 GMT Server: NCSA/1.4.1 Content-type: text/html Last-modified: Mon, 25 Nov 1996 22:27:23 GMT Content-length: 4858 Department of Computer Science Home Page Department of Computer Science University of Idaho Moscow, Idaho 83844-1010 (208) 885-6589 Welcome to the Department of Computer Science Computer Science Computer Engineering College of Engineering University of Idaho Information about the Department of Computer Science.","['http://www.cs.uidaho.edu/', 'http://www.cs.uidaho.edu/compe.html', 'http://www.uidaho.edu/engr/']",department
University At Albany Computer Science Department,University at Albany Information Links to the University Gopher server and WWW server.,"['http://www.mckinley.com/', 'http://www.cs.albany.edu/csdoc.html', 'http://www.cs.albany.edu/phone.html']",department
